Customer_ID,Peak_mins,OffPeak_mins,Weekend_mins,International_mins,Total_mins,Average_mins
K218210,36,253.5,29,10.415244,318.5,1.930303
K218260,130.2,301.2,18.6,40.865073,450,3.515625
K218570,91.200001,330.9,29.4,65.551005,451.500001,1.997788
K218620,53.4,160.500001,70.2,29.922479,284.100001,4.117391
K219000,115.799999,77.099998,69,65.711107,261.899997,1.954478
K219060,41.4,303,25.2,15.585193,369.6,1.965957
K219100,48.6,260.4,30.5,82.589356,339.5,4.140244
K219110,129.6,167.1,66.6,97.559235,363.3,1.996154
K219150,87.6,307.2,52.2,34.713267,447,5.321429
K219170,87,180.9,54,82.878827,321.9,3.7
K219180,40.799999,205.5,54.600001,6.90022,300.9,2.81215
K219340,59.4,48.9,107.5,42.899704,215.8,3.537705
K219410,74.4,276.899999,47,46.286649,398.299999,3.375424
K219480,95.400001,230.7,6.6,33.174895,332.700001,1.968639
K219510,63.6,265.799999,4.8,28.787382,334.199999,1.662687
K219760,88.8,203.7,37.2,15.327171,329.7,2.442222
K219820,51,70.5,88.199999,50.514807,209.699999,5.114634
K219830,100.799999,82.799999,73.799999,42.052301,257.399997,2.451429
K220000,71.399999,27.6,97.500001,32.544207,196.5,2.13587
K220090,118.8,117.3,126.6,97.441851,362.7,2.133529
K220130,91.800001,142.199999,50,48.706305,284,3.786667
K220410,46.2,97.499999,124.2,77.331506,267.899999,1.834931
K220420,157.199999,310.800001,7.8,71.59478,475.8,2.024681
K220540,18.6,297.6,47.5,38.09739,363.7,1.914211
K220560,213,136.500001,148.800001,33.141732,498.300002,2.102532
K220840,54,80.1,48.6,58.39029,182.7,3.513462
K221100,82.8,260.7,96.500001,90.965561,440.000001,4.150943
K221180,92.4,60.6,42,26.311879,195,2.010309
K221190,92.399999,60.600001,42,26.311877,195,2.010309
K221550,160.799999,158.099999,19.200001,3.881747,338.099999,2.889744
K221630,112.800002,182.100001,66.6,28.816184,361.500003,2.065714
K221810,40.2,214.500001,97.8,17.555057,352.500001,2.889344
K221830,61.2,402.900001,18,95.823734,482.100001,2.620109
K221850,152.4,245.4,6.6,38.548637,404.4,1.829864
K221960,63,273.9,36,54.717871,372.9,3.421101
K222030,142.800002,98.699999,64.800002,14.082037,306.300003,2.320455
K222090,92.4,150.299999,18,31.745378,260.699999,1.671154
K222140,78.6,378.6,42,41.456659,499.2,3.466667
K222210,90.6,344.4,38.5,66.398956,473.5,2.095133
K222300,133.2,172.5,10.5,8.177756,316.2,2.451163
K222330,175.8,195.9,122.400001,2.313904,494.100001,2.508122
K222420,90,110.4,50.4,45.139133,250.8,2.559184
K222820,96.6,94.8,27,28.354141,218.4,2.764557
K222880,183.600001,184.500001,46,44.765566,414.100002,3.26063
K222930,74.400001,246.900001,60.599999,58.646249,381.900001,2.086885
K223020,78,194.7,32.4,15.053118,305.1,1.816071
K223150,76.8,272.100001,55.2,25.541656,404.100001,3.961765
K223180,99,183.6,57.6,21.735799,340.2,2.166879
K223220,90.6,148.8,49.2,75.883395,288.6,3.519512
K223410,36.599999,263.699999,70.199999,60.570871,370.499997,2.330189
K223460,198.6,117.6,139.799999,7.430551,455.999999,1.861224
K223470,81.600001,250.5,16.2,67.689378,348.300001,3.957955
K223480,60.599999,212.7,51,95.555128,324.299999,2.475573
K223530,44.4,204,31.799999,18.396126,280.199999,4.831034
K223560,54,192.6,48.5,64.952711,295.1,3.59878
K223590,54.6,323.4,85.8,7.907961,463.8,2.760714
K223610,39,108.899999,31,46.669985,178.899999,2.417568
K223710,165,219,13.8,65.186293,397.8,3.315
K223720,87.6,286.2,102,95.779067,475.8,3.258904
K223780,148.2,236.099999,18,62.159751,402.299999,3.002239
K223880,225,154.2,71.4,7.006728,450.6,4.793617
K223910,37.2,345.3,68.4,4.427537,450.9,1.926923
K224160,83.4,191.4,44.500001,13.033266,319.300001,2.494531
K224340,52.200001,89.399999,46.799999,30.360217,188.399999,3.364286
K224370,90,21.9,80.4,28.242546,192.3,13.735714
K224380,52.2,89.4,46.8,30.360246,188.4,3.364286
K224410,58.199999,244.5,81.500002,63.878664,384.200001,3.201667
K224550,175.2,214.8,23.5,12.280813,413.5,4.646067
K224650,109.800001,193.5,38,69.965544,341.300001,4.612162
K224820,118.2,110.4,27,22.256342,255.6,2.972093
K224860,24,230.099999,8.4,86.001181,262.499999,3.91791
K224920,66.599999,207.9,45,41.006653,319.499999,3.944444
K224940,72.6,80.7,72,9.636531,225.3,7.040625
K225000,67.199999,195.6,4.5,14.08189,267.299999,5.241176
K225080,197.399999,194.399999,109.2,61.314499,500.999998,3.296053
K225130,73.2,47.4,97.200001,64.378918,217.800001,6.222857
K225230,228.600001,232.500002,21,14.157985,482.100003,2.648901
K225240,119.399999,322.8,57,95.592735,499.199999,7.450746
K225320,45.6,283.800001,28.199999,76.191816,357.6,5.767742
K225410,84.600002,156,79.8,82.541109,320.400002,8.431579
K225640,84,72,36.499999,21.924604,192.499999,2.291667
K225720,208.199999,247.500001,9,17.732687,464.7,2.701744
K225750,99,189.6,40.8,70.319416,329.4,3.327273
K225760,72,282.9,42.6,32.098183,397.5,3.057692
K225770,105.600001,111,18,36.49166,234.600001,7.33125
K225880,74.4,194.700001,43,19.261505,312.100001,2.537398
K225930,121.200001,126.6,89.5,67.250108,337.300001,5.270313
K225990,140.4,75.900001,69,74.527248,285.300001,6.070213
K226070,208.800001,111.600001,134.399999,19.191625,454.800001,3.39403
K226300,93.6,142.5,36,72.854834,272.1,3.092045
K226350,124.2,310.5,60.6,34.74295,495.3,3.095625
K226360,48,216.6,55.2,3.929299,319.8,2.46
K226390,85.8,372.3,43,50.481514,501.1,2.847159
K226460,120.6,249,128.4,0.79745,498,4.330435
K226490,96.599999,21.3,108.500001,6.151707,226.4,2.663529
K226570,147.6,320.1,23.4,94.536339,491.1,4.505505
K226590,157.800001,137.1,61.800001,55.721218,356.700002,2.876613
K226620,104.399999,225.9,124,33.482044,454.299999,2.366146
K226670,187.199999,141.9,70.500002,95.322385,399.600001,7.265455
K226780,221.4,219,19,64.542071,459.4,3.796694
K226940,86.400001,316.5,39.599999,35.558137,442.5,2.854839
K226960,121.8,168,7,95.310599,296.8,4.122222
K227090,73.8,328.5,53.399999,51.750119,455.699999,2.45
K227100,154.800001,177.899998,58,19.091561,390.699999,6.301613
K227340,51,181.5,30,66.90332,262.5,8.75
K227440,48,41.7,95.399999,9.035603,185.099999,2.804545
K227670,122.4,357.6,6.6,28.761601,486.6,2.172321
K227680,87.6,127.5,90.6,16.354255,305.7,4.131081
K227720,39,337.200001,27.5,24.597523,403.700001,2.059694
K227780,192,200.400001,73.2,52.88845,465.600001,3.104
K227810,107.4,222.899999,61.8,81.670604,392.099999,8.342553
K227820,102,123,58.2,16.071814,283.2,5.664
K227880,48.6,188.1,94.2,33.655251,330.9,4.188608
K227900,214.2,230.7,26.4,40.838959,471.3,6.930882
K228200,158.4,237,31,84.160261,426.4,3.740351
K228600,109.8,54.6,164,1.263409,328.4,5.296774
K228780,88.8,249.6,24.500001,47.391811,362.900001,5.25942
K228920,72,301.5,92,63.865997,465.5,2.155093
K229110,75.600001,156.299999,11,17.094533,242.9,4.261404
K229240,108.600001,48.900001,106.8,33.727556,264.300002,2.338938
K229270,61.2,42,79.2,0.371067,182.4,2.368831
K229460,93,186.3,39.6,64.87265,318.9,2.327737
K229470,73.2,172.499999,46.8,18.019453,292.499999,8.125
K229490,156.6,178.200001,79.799999,29.295149,414.6,3.455
K229570,51,126.900001,55.199999,22.233864,233.1,4.85625
K229590,48.599999,278.400001,32.400001,35.497024,359.400001,4.382927
K229680,70.8,308.699998,55.2,90.688329,434.699998,3.03986
K229850,93,178.499999,69,50.67342,340.499999,2.96087
K229890,69,59.4,55.5,1.348311,183.9,2.829231
K229900,187.800001,171.899999,36,68.906943,395.7,2.536538
K229960,174.599999,196.8,13,32.766971,384.399999,2.343902
K230180,66,292.799999,35.4,46.588312,394.199999,3.942
K230310,133.199999,133.199999,54,11.187269,320.399998,2.338686
K230360,43.8,202.8,6.6,29.995704,253.2,3.331579
K230410,141.6,164.699999,55,94.12203,361.299999,2.424832
K230440,90.6,101.399999,31,41.629207,222.999999,3.655738
K230630,202.8,207.599999,77.400001,27.599472,487.8,4.065
K230730,99.6,108.6,16.8,31.989113,225,8.035714
K230850,102.6,40.5,80.499999,4.762762,223.599999,9.316667
K230990,175.8,144.3,48,97.724936,368.1,2.9448
K231000,106.200001,281.1,21.6,89.135667,408.900001,5.175949
K231020,98.400001,155.7,10.2,29.362248,264.300001,2.904396
K231080,78.6,294.9,39,22.408489,412.5,1.92757
K231130,76.2,280.5,47,32.407778,403.7,2.538994
K231160,62.4,104.099999,13.8,0.539299,180.299999,13.869231
K231250,96,127.500002,2.5,28.23693,226.000002,6.108108
K231290,71.4,236.4,59,67.018044,366.8,6.324138
K231400,129,249,10.800001,59.137955,388.800001,2.524675
K231470,63,60.9,59.4,4.172033,183.3,1.870408
K231480,69,108,48,9.199947,225,3.214286
K231520,101.399999,148.2,55.2,95.135424,304.799999,5.347368
K231590,56.4,250.200001,30.6,12.470029,337.200001,2.293878
K231630,87.600001,46.500001,55.5,31.55416,189.600002,4.861539
K231850,209.4,198,51,9.634836,458.4,4.12973
K231930,43.8,207.6,76.2,64.738767,327.6,2.752941
K232060,195.6,239.4,15,5.986771,450,9.375
K232110,66,118.2,26,68.411256,210.2,2.72987
K232390,92.4,180.900001,14.5,88.98858,287.800001,3.346512
K232420,70.799999,122.7,101,14.992818,294.499999,2.003401
K232540,153,259.5,47.4,81.327984,459.9,8.361818
K232730,177,217.499999,26.499999,14.598115,420.999998,6.014286
K232750,132,138.6,125.4,51.315589,396,4.351648
K232850,546,320.1,85.8,15.482516,951.9,2.218881
K232920,463.199999,144.9,9.6,76.442709,617.699999,2.025246
K232970,371.4,106.2,72,88.970803,549.6,2.081818
K233000,289.2,213.9,23.499999,118.431123,526.599999,2.633
K233050,529.199999,310.800001,100.199999,101.430487,940.199999,2.161379
K233170,451.2,46.8,34.500001,23.510801,532.500001,1.643519
K233220,484.800001,253.800001,3.5,86.344373,742.100002,2.157267
K233250,575.4,58.8,76.2,139.777624,710.4,2.255238
K233310,498.6,123.900001,40.2,96.113955,662.700001,1.748549
K233350,690,133.500001,13.2,152.384908,836.700001,2.261351
K233440,719.4,105.6,66,110.776207,891,2.131579
K233720,373.2,156.300001,10.2,60.925202,539.700001,2.685075
K233750,530.4,190.2,51,170.438427,771.6,2.345289
K233850,297,147.9,90.6,155.271965,535.5,2.091797
K233980,482.4,59.4,120,178.217022,661.8,2.121154
K234060,603,88.199999,51.6,121.884864,742.799999,3.809231
K234280,619.2,183.900001,103,79.336498,906.100001,7.744444
K234460,362.400001,192.599999,88.500001,165.693542,643.500001,3.386842
K234570,502.799999,407.699999,28,61.020402,938.499998,2.744152
K234640,693,134.400001,43.800001,50.239585,871.200002,3.99633
K234670,378.599999,125.1,43,93.065895,546.699999,3.215882
K234680,394.8,151.2,27.6,26.070643,573.6,2.583784
K234720,632.4,41.4,45,107.558842,718.8,8.076404
K234730,521.400001,255.599999,18,72.074792,795,3.117647
K234750,778.2,113.699999,9,38.660313,900.899999,7.833913
K234780,359.4,149.7,53,45.638783,562.1,6.46092
K234930,709.199999,211.199999,43,178.43878,963.399998,4.501869
K235110,717,70.500001,25.199999,86.578705,812.7,4.591525
K235190,503.4,354.899999,28.199999,160.499328,886.499998,2.638393
K235230,582,28.5,57,103.660405,667.5,3.148585
K235390,958.199999,198,68.4,47.605685,1224.599999,2.79589
K235590,1013.399999,451.800001,39.600001,135.637417,1504.800001,2.866286
K235600,1230.6,89.700001,44.4,16.877681,1364.700001,1.616943
K235610,775.800001,292.199999,102.6,36.11044,1170.6,2.290802
K235640,1113,142.800001,76.199999,44.469829,1332,1.994012
K235660,666,321,47.499999,29.703348,1034.499999,1.629134
K235800,1140.6,224.700001,61.2,153.606085,1426.500001,2.397479
K236010,644.400001,332.400001,27.6,140.715481,1004.400002,2.150749
K236080,843.6,280.2,8.4,177.981756,1132.2,2.185714
K236140,790.2,188.100001,61.8,50.60453,1040.100001,2.067793
K236170,1104,572.1,19.800001,44.184905,1695.900001,2.282503
K236290,1134.600001,192.600001,138.600001,7.80922,1465.800003,1.957009
K236320,1089.600001,294,36,6.447922,1419.600001,2.406102
K236460,879.6,582.3,91.8,37.945142,1553.7,2.970746
K236550,1214.4,426.300001,99,90.406847,1739.700001,2.155762
K236850,1692.6,604.499999,22.8,177.916762,2319.899999,6.904464
K236880,805.799999,218.099999,24,59.405731,1047.899998,2.960169
K236960,793.800001,538.500001,13.5,40.850844,1345.800002,3.3645
K237220,1109.399999,327.600001,145,82.785234,1582,6.302789
K237370,1089,44.7,21.6,151.512788,1155.3,4.548425
K237450,747.6,177.6,150.6,78.149236,1075.8,9.605357
K237520,1179.599999,51.599999,19.800001,68.198218,1250.999999,9.697674
K237530,832.2,341.1,39.5,117.061276,1212.8,11.441509
K237650,946.799999,198.900001,205,104.634628,1350.7,8.088024
K237670,757.800001,222.300001,72,169.035172,1052.100002,6.415244
K237690,729,330,78,94.35491,1137,9.886957
K237730,959.4,135.9,24,73.722821,1119.3,4.930837
K237770,1037.4,131.099999,19.500001,146.27769,1188,3.973244
K237790,1583.399999,183.600001,34.5,48.351366,1801.5,4.393902
K238050,1287.599999,267,94.200001,12.437327,1648.8,2.857539
K238190,1006.799999,234.9,90,30.162901,1331.699999,15.484884
K238220,814.2,156,94.199999,25.920203,1064.399999,27.292308
K238420,146.4,13.2,41,57.385664,200.6,3.235484
K238510,129,80.4,17.4,65.232393,226.8,2.290909
K238700,122.4,67.800001,8,15.477726,198.200001,1.801818
K238760,251.4,51.3,52.2,59.989983,354.9,5.545312
K238830,228,149.699999,73.199999,50.333138,450.899998,2.188835
K238870,297.6,136.8,57,90.021266,491.4,3.211765
K238920,298.8,42,152.4,153.214258,493.2,4.742308
K238950,122.400001,76.800001,43.199999,51.834725,242.400001,3.7875
K239040,348.6,75,22.800001,1.177885,446.400001,4.464
K239100,177,386.100001,39.6,127.363807,602.700001,5.333628
K239140,100.8,424.2,46,156.807436,571,3.069892
K239170,156,108,106,109.039392,370,2.3125
K239190,76.2,279.9,53.5,133.497191,409.6,1.861818
K239270,42,266.1,36.6,15.916878,344.7,2.802439
K239320,211.8,218.100001,74.4,84.171944,504.300001,3.576596
K239330,205.199999,272.100001,24,96.797699,501.3,2.931579
K239340,196.2,339.6,38.5,14.147266,574.3,2.252157
K239370,259.8,450,19.8,48.738491,729.6,2.953846
K239410,276,277.5,14,138.785938,567.5,1.860656
K239440,84.6,490.2,109.8,23.007549,684.6,3.389109
K239450,45.6,518.4,51,164.536478,615,1.698895
K239540,51.6,220.8,14.4,72.224214,286.8,7.547368
K239660,172.8,210.599999,66.499999,82.142263,449.899998,1.79243
K239690,13.2,198.6,18.6,46.618821,230.4,4.702041
K239700,64.200001,368.399999,64.5,117.47884,497.1,4.07459
K239720,41.399999,301.8,15.600001,76.97868,358.8,5.881967
K240000,70.199999,162.6,41,40.711277,273.799999,3.076404
K240040,255,326.4,38,0.711137,619.4,1.837982
K240250,33.6,121.199999,72.6,48.118763,227.399999,3.79
K240260,46.800001,302.7,83.5,2.926091,433.000001,6.367647
K240390,169.799999,414.6,82.500002,2.438062,666.900001,6.291509
K240490,45.600001,224.7,7.8,65.972259,278.100001,15.45
K240610,175.8,326.4,45.6,158.904958,547.8,5.267308
K240680,171.6,174.6,39.6,2.886877,385.8,2.73617
K240930,148.199999,197.700001,17.4,40.452104,363.3,2.671324
K241050,211.8,196.2,82.8,20.132451,490.8,5.1125
K241120,215.4,334.8,9,64.055616,559.2,14.715789
K241190,75.6,108.300001,92.4,38.278133,276.300001,5.878723
K241200,67.2,545.700001,27,116.381264,639.900001,10.320968
K241590,181.2,249.899999,20.4,48.272022,451.499999,2.58
K241790,141.6,198.6,22.2,26.063006,362.4,6.969231
K241950,453.6,740.700001,44.4,146.120777,1238.700001,1.715651
K242090,260.4,470.700001,47,91.857543,778.100001,2.559539
K242200,285.600001,708.600001,18.5,53.055256,1012.700002,1.885847
K242640,378.6,376.499999,45,2.739685,800.099999,2.65814
K242740,433.8,388.8,96,0.675347,918.6,4.480976
K242760,361.799999,482.7,59.5,81.446986,903.999999,2.378947
K242880,392.400001,348,58.799999,165.596456,799.2,4.873171
K242890,309,448.199999,15,50.798775,772.199999,2.376
K243120,38.561241,22.710915,11.434315,16.473083,72.706471,1.101613
K243130,71.399999,27.899999,40.8,40.47063,140.099998,2.594444
K243200,76.8,11.1,48,3.245102,135.9,1.941429
K243530,32.144461,23.795251,2.087303,0.329014,58.027015,1.758394
K243560,78.600001,32.1,23.399999,43.985594,134.1,3.047727
K243710,29.230763,22.608168,7.421874,2.209433,59.260805,0.971489
K243740,18,40.499999,8.4,15.211399,66.899999,2.908696
K243860,50.549425,25.862497,28.605489,6.081439,105.017411,1.521991
K243950,39.820367,29.680922,38.714246,15.087888,108.215535,1.387379
K244200,32.384384,28.546234,15.592481,16.923949,76.523099,1.195673
K244220,22.2,78.600001,20,32.535296,120.800001,1.948387
K244340,27.441878,20.454363,26.679604,10.397705,74.575845,0.956101
K244880,483.6,157.8,37,171.988144,678.4,10.278788
K245120,468.6,163.800001,8.4,174.852744,640.800001,11.048276
K245170,557.4,48.300001,65.4,20.97231,671.100001,10.652381
K245440,774,108.899999,11.5,108.514654,894.399999,17.537255
K245800,473.4,59.699999,12,82.961353,545.099999,12.388636
K245820,402.6,28.2,96,67.596862,526.8,12.84878
K245910,291,137.399999,86.399999,22.190115,514.799998,10.725
K246040,472.8,328.5,99,105.639941,900.3,18.373469
K246050,566.4,82.500001,26,95.042322,674.900001,12.270909
K246270,2080.800001,357.599999,22.199999,48.818557,2460.599999,10.560515
K246330,1319.400001,87.300001,55.2,115.86964,1461.900002,10.828889
K246420,853.8,381.6,33.6,176.418204,1269,13.5
K246550,1552.799999,33.6,54,133.288436,1640.399999,11.391667
K246560,936.599999,421.8,74.500002,14.41646,1432.900001,12.14322
K246730,1792.2,160.499999,11,108.375852,1963.699999,10.070256
K246750,915.600001,163.5,112.8,65.792573,1191.900001,13.7
K246890,850.799999,204.600001,32.399999,1.139356,1087.799999,12.648837
K246980,1094.400001,309.9,32.500001,54.740646,1436.800002,17.521951
K247060,1752.6,109.2,84,85.185301,1945.8,15.32126
K247110,934.2,109.2,60,179.28862,1103.4,11.49375
K247170,1179.599999,71.400001,21,4.112154,1272,27.652174
K247200,1055.4,24,20.4,54.450567,1099.8,21.996
K247310,862.800001,172.2,67.199999,166.516564,1102.2,34.44375
K247350,966,416.400002,57.599998,29.164319,1440,21.176471
K247370,1483.2,36.899999,69.600001,104.00112,1589.7,22.71
K247380,1088.399999,229.8,121.8,131.696386,1439.999999,10.285714
K247670,1150.800001,207.9,31.800001,166.029785,1390.500002,23.567797
K247820,252.599999,22.500001,114,105.894275,389.1,12.159375
K248000,46.8,465.299999,127.8,45.736676,639.899999,15.235714
K248210,215.4,260.4,40.8,17.512404,516.6,16.14375
K248220,70.2,272.1,46.2,11.929596,388.5,10.5
K248270,145.2,238.2,27,33.540777,410.4,13.23871
K248480,217.8,350.1,26.5,149.087972,594.4,39.626667
K248550,94.799999,395.7,123,56.614796,613.499999,13.943182
K248710,250.800001,313.800001,60,136.615214,624.600002,12.492
K248800,79.8,153,14.4,62.446082,247.2,17.657143
K249100,597.6,745.5,20,10.090027,1363.1,12.621296
K249120,118.2,617.100001,40.500001,22.283149,775.800002,12.718033
K249220,510,482.699999,45,108.938915,1037.699999,11.53
K249300,214.8,571.2,40.8,50.22721,826.8,12.72
K249400,285.6,216.900001,17.4,5.141727,519.900001,11.061702
K249410,699,219.3,6.6,109.290171,924.9,13.026761
K249420,433.800001,62.100001,159,28.163078,654.900002,10.232813
K249490,590.4,149.1,24,115.085734,763.5,14.40566
K249540,595.8,141.3,39,13.92063,776.1,11.759091
K249680,408,123,51,149.664453,582,10.210526
K249690,559.799999,310.200001,7.200001,96.41838,877.200001,12.35493
K249890,408,163.5,37.5,42.736868,609,13.533333
K249900,418.2,177.599999,43.8,39.969388,639.599999,11.027586
K249950,726,198.3,23.400001,99.347546,947.700001,29.615625
K250130,690,20.400001,23.400001,56.017558,733.800002,34.942857
K250310,666,15.6,71.4,34.391408,753,22.818182
K250340,776.4,133.499999,20.4,114.537999,930.299999,23.2575
K250370,386.4,26.4,108.500001,143.494877,521.300001,28.961111
K250460,704.4,436.8,20.5,57.831153,1161.7,10.959434
K250650,832.200001,341.1,39.500001,117.061275,1212.800002,11.441509
K250740,1878.599999,118.2,30.6,96.00621,2027.399999,11.787209
K250860,1824.600001,227.399999,59,112.614911,2111,11.793296
K251010,1125.600001,119.399999,30,114.307353,1275,14.655172
K251040,974.399999,38.4,15.600001,144.689072,1028.4,12.242857
K251070,1005.600001,90.600001,42,167.955097,1138.200002,16.26
